gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status
Male,CSE,7.22,63.7,69.0,2,0.8,67.6,8,0,5,4,3,5,4,5.9,8,No,Medium,Tier 2,Yes,Medium,Not Placed
Female,CSE,9.64,95.8,88.0,0,0.0,53.6,7,3,5,3,5,6,6,8.1,8,Yes,Medium,Tier 3,Yes,,Placed
Male,CSE,8.32,75.6,73.0,0,1.5,63.9,4,2,4,3,4,5,5,6.0,7,Yes,Low,Tier 2,No,,Placed
Male,IT,8.83,83.5,81.2,0,5.2,77.3,8,3,5,5,4,4,3,8.0,6,No,Medium,Tier 1,Yes,Medium,Placed
Male,IT,8.82,72.2,69.3,0,1.5,56.4,4,3,3,1,4,1,4,6.1,2,No,Medium,Tier 3,No,Low,Placed
Female,ECE,7.69,63.1,67.7,1,2.1,63.5,2,1,1,3,3,1,2,7.4,5,No,High,Tier 3,Yes,,Not Placed
Female,ME,7.64,79.1,68.0,0,2.5,68.4,8,2,5,4,3,4,4,5.7,8,No,Medium,Tier 3,Yes,Medium,Placed
Male,ECE,7.45,61.3,66.9,0,3.7,70.8,3,1,1,1,4,2,1,7.9,10,No,Medium,Tier 2,Yes,Low,Placed
Male,ME,10.0,93.1,85.6,0,3.6,70.7,6,3,4,4,5,3,3,5.5,7,No,Medium,Tier 2,Yes,Medium,Placed
Female,ME,8.42,80.4,79.0,0,2.4,60.2,8,1,5,5,5,6,5,7.3,4,No,Low,Tier 2,Yes,Medium,Placed
Male,ME,7.93,72.8,65.1,1,1.9,59.5,4,2,3,1,5,3,4,6.8,6,No,Medium,Tier 1,Yes,Medium,Placed
Female,CSE,8.44,80.9,67.5,1,3.4,73.3,4,2,3,2,4,3,2,7.1,7,Yes,Medium,Tier 3,Yes,Low,Placed
Male,CSE,8.14,64.1,72.3,0,4.0,76.9,4,2,3,4,4,2,1,6.5,8,No,Low,Tier 2,Yes,Low,Placed
Male,ECE,7.8,76.3,67.2,0,6.8,86.2,3,2,1,2,4,0,0,6.5,8,No,Low,Tier 2,Yes,Medium,Not Placed
Male,IT,8.95,68.7,74.0,0,2.0,65.7,8,4,5,4,3,4,3,7.2,10,Yes,Low,Tier 2,Yes,Low,Placed
Male,ME,6.72,64.8,62.6,1,3.7,74.1,7,3,5,1,3,5,2,5.8,3,No,Medium,Tier 3,Yes,High,Placed
Female,IT,7.96,85.1,71.4,4,0.0,52.2,8,1,5,4,4,5,1,5.8,5,Yes,Low,Tier 3,Yes,Medium,Placed
Male,IT,9.15,88.7,87.1,0,6.2,72.2,5,2,3,5,5,2,3,6.6,1,No,Medium,Tier 2,No,Low,Placed
Male,CSE,6.56,59.5,60.6,0,3.7,69.3,6,0,4,4,3,6,0,6.5,10,No,Medium,Tier 2,Yes,Medium,Placed
Female,ME,8.45,74.9,75.4,0,5.6,76.3,0,2,1,3,4,3,0,5.8,9,No,Medium,Tier 3,No,High,Placed
Male,ME,8.17,73.5,67.8,0,6.4,76.9,8,3,5,4,4,6,5,8.1,9,Yes,High,Tier 2,Yes,,Placed
Male,IT,6.98,57.4,57.0,0,4.9,73.1,5,0,3,1,4,3,2,6.6,3,No,High,Tier 1,Yes,,Placed
Female,IT,8.7,77.4,76.6,0,4.2,66.4,7,3,5,1,3,4,3,6.7,3,No,Medium,Tier 1,Yes,High,Placed
Female,ME,8.43,68.5,73.6,0,0.2,57.6,1,3,1,5,4,0,1,5.4,10,Yes,Low,Tier 1,Yes,,Placed
Male,CSE,10.0,85.7,93.9,0,3.6,64.0,8,4,4,5,5,4,4,9.0,8,No,Medium,Tier 2,Yes,,Placed
Female,CE,7.76,74.3,73.8,0,2.0,71.7,6,2,4,3,4,5,2,9.0,6,No,Medium,Tier 3,Yes,Low,Placed
Female,CSE,8.37,79.4,67.4,0,1.8,60.1,7,1,4,3,4,3,5,6.1,8,No,Medium,Tier 2,Yes,Low,Placed
Male,CE,8.92,82.3,74.3,0,0.1,63.7,7,1,5,3,4,6,3,8.5,3,Yes,Medium,Tier 2,Yes,Medium,Placed
Male,IT,8.36,76.1,66.7,0,3.5,70.2,8,3,5,1,4,4,1,6.9,7,No,Low,Tier 3,Yes,Medium,Placed
Female,ECE,8.91,71.5,76.7,0,2.2,69.2,7,1,5,4,5,5,4,8.9,6,Yes,Medium,Tier 3,Yes,High,Placed
Female,ME,7.7,67.4,74.9,0,2.4,67.5,4,4,3,2,4,3,2,7.4,6,No,Low,Tier 2,Yes,Medium,Placed
Male,ECE,7.41,66.3,68.5,0,1.9,63.3,0,1,1,3,3,0,2,7.1,7,No,Medium,Tier 1,No,High,Not Placed
Female,ECE,7.13,56.2,65.0,0,6.6,77.7,5,3,3,5,4,4,1,4.0,10,No,Medium,Tier 1,Yes,Low,Placed
Female,ECE,7.39,59.5,66.0,1,1.8,70.2,4,1,3,5,3,3,4,5.9,10,Yes,Medium,Tier 1,Yes,,Placed
Male,CE,6.82,66.2,57.9,0,3.1,65.5,5,1,4,3,4,4,2,7.0,1,No,Low,Tier 1,Yes,High,Placed
Male,IT,6.8,62.8,65.5,0,3.6,69.3,8,1,5,1,3,5,4,7.2,5,No,Medium,Tier 1,Yes,,Placed
Male,IT,9.08,76.0,84.4,0,3.5,78.9,8,2,4,5,5,3,3,5.5,6,No,Medium,Tier 2,Yes,Medium,Placed
Female,CSE,7.44,73.8,71.8,0,7.5,81.0,8,1,5,2,3,6,7,6.1,8,No,Low,Tier 1,Yes,,Placed
Male,IT,8.67,83.0,73.3,0,0.0,60.1,8,3,5,4,4,3,5,7.7,7,No,Medium,Tier 1,Yes,Medium,Placed
Male,CE,8.17,72.9,72.0,0,4.4,64.6,8,2,5,5,4,6,3,5.3,6,No,Medium,Tier 1,Yes,High,Placed
Female,CSE,8.16,67.1,67.0,0,5.7,75.8,7,2,5,2,4,3,5,7.2,4,Yes,Medium,Tier 2,No,Low,Placed
Female,CSE,7.76,77.8,65.6,0,4.5,72.9,5,0,3,4,4,4,4,8.5,6,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,8.89,88.4,76.2,0,8.3,83.5,7,1,4,1,5,4,5,7.5,8,No,Medium,Tier 2,Yes,Low,Placed
Female,IT,10.0,95.8,92.5,0,6.6,82.0,5,4,3,2,5,2,2,7.4,3,No,Medium,Tier 1,Yes,Low,Placed
Male,ME,7.25,70.8,67.3,1,2.6,67.1,7,2,5,3,4,6,3,4.6,7,No,Medium,Tier 2,Yes,,Not Placed
Female,CE,7.69,68.9,75.1,0,3.6,67.1,8,2,5,4,4,5,1,6.0,10,No,Medium,Tier 1,Yes,Medium,Placed
Male,CSE,9.71,87.9,76.2,0,5.5,74.1,7,3,5,1,4,5,4,9.0,1,No,Medium,Tier 1,Yes,Low,Placed
Male,CE,6.91,69.0,60.8,1,3.7,73.3,8,2,5,5,3,6,6,6.3,10,No,Low,Tier 3,Yes,Low,Placed
Female,CSE,6.95,63.8,78.1,0,3.8,64.9,8,2,5,1,4,5,3,8.5,10,No,Low,Tier 3,Yes,Low,Placed
Male,ECE,8.32,70.7,77.8,0,8.0,82.7,2,2,1,2,4,0,2,6.3,9,Yes,Low,Tier 2,No,Medium,Not Placed
Male,ME,9.78,83.4,87.0,0,6.0,78.5,6,3,4,3,4,5,5,6.7,7,No,Medium,Tier 3,Yes,,Placed
Female,CSE,8.81,84.8,83.2,1,8.1,91.0,7,2,5,3,4,4,1,7.6,8,No,Medium,Tier 2,Yes,Medium,Placed
Female,IT,8.25,84.8,70.0,0,3.8,79.1,5,3,4,5,5,4,3,7.1,2,No,Medium,Tier 1,Yes,High,Placed
Female,CSE,7.94,74.2,66.1,0,4.3,75.3,2,2,2,2,5,3,0,7.5,7,No,Low,Tier 3,No,Low,Not Placed
Female,ME,8.42,86.9,75.5,0,4.7,73.6,8,2,5,4,4,5,2,6.0,4,No,High,Tier 1,Yes,,Placed
Male,ECE,7.94,61.6,72.9,1,5.4,82.2,8,3,5,2,4,4,1,5.6,4,No,Medium,Tier 2,Yes,Medium,Placed
Male,ME,8.94,74.3,84.0,0,3.4,75.1,5,2,4,5,4,4,2,5.9,10,Yes,High,Tier 1,Yes,,Placed
Male,CSE,8.32,72.3,78.7,0,2.2,68.5,3,3,2,5,4,0,6,6.4,5,No,Medium,Tier 2,Yes,,Placed
Male,CSE,7.48,57.4,63.1,0,2.4,71.3,3,2,2,3,4,4,2,6.7,8,Yes,Medium,Tier 2,Yes,Medium,Placed
Female,IT,8.54,75.8,78.5,0,3.8,69.5,8,4,5,4,5,5,3,8.2,4,No,Low,Tier 2,Yes,Low,Placed
Male,CSE,7.33,71.9,71.0,3,0.7,55.1,7,2,4,2,4,4,4,7.1,10,Yes,Low,Tier 1,Yes,,Not Placed
Male,IT,7.16,54.3,68.6,1,4.7,78.3,7,2,5,1,5,6,7,7.6,4,No,Low,Tier 2,Yes,High,Placed
Male,IT,10.0,94.6,93.3,0,0.0,58.7,4,3,3,3,4,4,6,7.2,3,No,Medium,Tier 2,Yes,Low,Placed
Female,CSE,8.1,66.8,75.6,0,0.9,62.9,4,2,3,1,4,3,1,5.7,3,No,Medium,Tier 3,Yes,High,Placed
Male,CSE,7.91,67.1,73.4,1,6.4,79.9,3,2,2,1,5,1,3,7.0,2,No,Medium,Tier 3,Yes,,Not Placed
Male,ME,7.09,63.1,63.7,0,4.2,77.3,6,1,5,1,3,5,3,7.2,9,No,Medium,Tier 2,Yes,High,Placed
Male,IT,7.28,65.2,74.4,0,4.8,71.1,4,1,4,2,4,4,5,7.9,1,No,High,Tier 1,Yes,Medium,Placed
Female,IT,7.59,73.3,72.5,1,4.6,66.5,8,1,5,1,5,5,5,5.7,7,No,Low,Tier 3,Yes,,Placed
Male,ECE,7.73,68.6,68.1,0,7.9,84.9,3,1,2,1,4,3,3,4.6,4,No,Low,Tier 1,Yes,Medium,Not Placed
Female,CE,8.6,80.9,69.0,1,6.4,85.2,3,2,2,1,5,2,2,7.2,4,No,Medium,Tier 1,Yes,High,Not Placed
Female,CSE,10.0,95.3,100.0,0,7.4,75.3,7,2,4,5,5,2,1,7.4,7,No,Medium,Tier 2,No,,Placed
Male,IT,7.52,68.3,63.7,1,2.9,69.6,1,1,2,1,3,1,2,6.8,5,No,Medium,Tier 3,Yes,Medium,Placed
Female,IT,10.0,100.0,82.8,0,3.8,72.8,8,3,5,3,5,5,3,7.0,1,No,Medium,Tier 1,Yes,Low,Placed
Female,CSE,8.78,75.9,83.9,0,1.1,72.3,6,2,4,1,5,4,2,8.1,3,No,Low,Tier 1,Yes,Medium,Placed
Female,CSE,10.0,85.9,90.0,0,5.9,80.3,8,3,5,4,4,5,6,6.4,10,No,Medium,Tier 2,Yes,Medium,Placed
Male,CSE,7.11,60.1,66.8,0,5.5,71.0,8,0,5,2,4,5,4,6.7,9,No,High,Tier 1,Yes,,Placed
Male,CSE,7.69,80.4,62.9,0,2.6,69.9,6,2,5,1,4,5,1,7.1,1,No,Low,Tier 2,Yes,,Placed
Female,IT,7.26,69.5,69.5,3,2.9,69.4,4,0,3,5,4,2,3,5.5,10,No,High,Tier 2,Yes,Low,Not Placed
Male,ECE,8.5,82.5,84.0,0,4.9,76.4,3,2,1,3,4,1,1,6.8,4,No,High,Tier 2,Yes,High,Placed
Female,CSE,9.02,84.6,81.1,0,3.6,62.4,8,4,5,3,5,5,2,6.9,5,No,Low,Tier 1,Yes,Low,Placed
Female,ECE,6.12,54.6,52.1,0,2.6,61.9,7,1,5,5,2,4,3,9.0,10,No,Low,Tier 1,No,Medium,Placed
Female,IT,9.18,83.4,78.3,0,3.2,64.4,6,1,5,5,4,4,1,6.6,4,Yes,Medium,Tier 3,Yes,,Placed
Male,ME,7.69,64.3,73.1,0,3.2,78.8,3,1,3,1,4,3,2,7.2,3,No,Medium,Tier 3,Yes,Medium,Placed
Male,ECE,10.0,100.0,95.7,0,4.8,74.6,4,4,3,2,5,3,2,8.1,1,No,Medium,Tier 1,Yes,Medium,Placed
Female,CSE,8.58,76.7,75.4,0,3.5,65.9,8,3,5,1,4,5,4,6.0,6,No,Medium,Tier 1,Yes,Medium,Placed
Female,IT,9.19,78.4,80.1,0,0.0,61.3,8,1,5,5,5,6,3,8.7,4,No,Medium,Tier 1,Yes,High,Placed
Male,IT,7.86,63.4,71.0,1,3.8,72.5,5,2,3,2,4,3,6,9.0,8,No,Low,Tier 2,Yes,,Placed
Female,CSE,8.69,86.8,76.9,0,2.6,70.0,6,2,3,1,4,4,1,7.0,6,No,High,Tier 3,Yes,Low,Placed
Female,CSE,8.19,79.0,66.7,0,5.3,70.4,4,3,3,3,4,2,3,6.4,3,No,Medium,Tier 2,Yes,High,Placed
Male,CSE,9.05,84.0,72.1,0,4.3,74.1,6,0,5,4,5,6,4,9.0,7,No,Medium,Tier 2,Yes,,Placed
Male,CSE,8.58,67.9,75.8,0,2.6,65.7,4,3,3,3,4,4,0,8.0,3,No,High,Tier 3,Yes,Medium,Placed
Male,ME,9.49,87.4,81.6,0,2.7,64.5,6,3,4,4,5,2,4,7.1,10,Yes,Medium,Tier 3,Yes,Medium,Placed
Male,IT,9.32,82.6,87.1,0,4.3,79.2,8,3,5,3,4,4,2,8.7,8,No,Low,Tier 1,Yes,Medium,Placed
Male,ECE,9.04,78.8,76.7,1,3.9,78.5,5,4,4,3,5,3,3,8.6,3,No,Medium,Tier 1,Yes,Low,Placed
Female,IT,8.22,81.0,61.4,1,3.3,71.2,7,0,5,5,4,3,0,6.6,2,No,Medium,Tier 1,No,Low,Placed
Male,ECE,8.56,70.3,75.5,0,3.8,68.7,2,2,2,5,5,2,1,7.3,3,No,Low,Tier 3,Yes,Medium,Placed
Male,CE,7.12,56.8,67.5,0,4.8,75.0,8,0,5,5,3,5,4,7.7,4,No,High,Tier 3,Yes,,Placed
Male,CE,6.82,53.1,70.3,1,0.7,44.7,8,2,5,4,4,5,4,7.0,4,Yes,Low,Tier 2,Yes,Medium,Placed
Male,CSE,7.58,63.7,78.2,0,6.8,87.9,4,1,3,2,4,3,4,5.3,10,No,Medium,Tier 1,Yes,Low,Placed
Female,ECE,9.62,79.6,83.9,1,3.1,77.2,7,3,5,2,5,4,4,5.9,10,No,Medium,Tier 1,Yes,Low,Placed
Male,ME,7.78,74.6,65.2,0,6.3,86.6,5,1,2,5,3,4,2,5.4,4,No,Low,Tier 1,No,Low,Placed
Male,CSE,8.45,71.5,76.1,1,8.1,80.1,7,1,5,1,4,4,2,7.6,8,No,High,Tier 2,Yes,High,Placed
Female,ECE,8.91,81.2,82.3,0,5.1,75.2,7,4,5,4,4,4,2,5.6,9,No,High,Tier 1,Yes,Medium,Placed
Male,ECE,6.72,57.3,57.5,3,0.2,67.0,1,0,1,4,4,2,0,7.2,1,No,Medium,Tier 1,No,Medium,Not Placed
Male,IT,9.52,90.6,83.0,0,1.7,57.9,7,2,5,5,5,5,1,9.0,6,No,Low,Tier 3,Yes,High,Placed
Male,ECE,6.0,57.6,59.9,0,4.8,75.5,5,1,3,5,3,2,4,8.7,6,No,Low,Tier 1,Yes,Medium,Placed
Male,IT,8.68,78.4,72.5,0,2.7,65.8,5,3,5,5,4,2,6,4.8,10,No,Medium,Tier 2,No,High,Placed
Male,ECE,10.0,98.0,90.0,0,7.0,70.3,8,4,5,3,5,5,5,5.5,10,Yes,Low,Tier 1,Yes,,Placed
Male,CE,8.32,72.1,80.0,1,2.5,70.2,7,4,4,4,4,3,1,6.1,8,No,Medium,Tier 3,Yes,High,Placed
Male,ME,7.55,66.2,73.2,0,5.1,76.3,1,1,1,5,4,0,1,5.6,10,Yes,High,Tier 2,Yes,Low,Placed
Female,IT,9.02,82.0,86.2,0,3.8,71.8,5,2,4,3,4,4,3,5.0,9,No,Medium,Tier 3,Yes,High,Placed
Male,ECE,7.67,72.2,80.2,1,4.1,66.7,4,1,4,1,4,3,7,7.0,5,No,High,Tier 2,Yes,High,Placed
Male,ME,10.0,80.4,92.6,0,5.3,81.7,7,1,5,5,5,4,5,7.8,2,No,Medium,Tier 3,Yes,Low,Placed
Female,ME,8.17,79.3,72.9,0,0.0,62.0,2,1,2,4,4,4,0,8.1,10,No,Medium,Tier 3,Yes,Low,Not Placed
Male,ECE,7.44,63.9,61.8,0,3.9,73.9,4,0,3,4,4,3,1,6.4,5,No,High,Tier 2,Yes,Medium,Placed
Female,CSE,9.68,90.4,84.0,0,5.8,82.2,6,3,4,1,4,4,1,6.7,1,No,Medium,Tier 3,Yes,,Placed
Male,CSE,6.78,57.2,50.1,0,1.6,67.7,5,1,3,5,3,2,4,7.4,10,No,High,Tier 2,Yes,Medium,Placed
Female,CSE,7.3,72.4,67.0,0,5.3,72.7,5,1,3,4,3,4,3,6.9,7,Yes,Low,Tier 2,No,,Placed
Male,IT,8.9,85.3,81.7,0,3.5,73.0,8,3,5,2,5,6,7,8.0,2,No,Low,Tier 1,No,High,Placed
Male,CSE,7.33,71.2,64.4,1,2.7,68.5,7,3,4,4,3,4,3,7.5,1,No,High,Tier 2,No,Low,Placed
Male,CSE,8.62,79.8,72.6,1,3.5,70.8,4,2,3,3,5,3,1,6.5,1,No,Medium,Tier 3,Yes,Medium,Placed
Female,CE,9.34,83.1,84.2,0,6.8,83.4,3,3,2,2,4,2,1,4.8,4,Yes,High,Tier 3,Yes,,Placed
Male,ECE,7.91,62.7,70.2,0,4.3,67.8,3,2,1,2,3,0,2,8.8,4,No,High,Tier 1,Yes,Low,Placed
Male,ECE,7.44,67.2,63.5,0,1.5,51.8,8,1,5,1,4,5,4,6.2,5,No,Low,Tier 2,Yes,Low,Placed
Male,CSE,10.0,95.8,90.1,0,4.6,72.1,8,4,5,1,5,5,5,7.4,5,No,Medium,Tier 1,Yes,Low,Placed
Female,IT,9.08,85.7,86.2,0,4.1,64.1,4,2,3,2,5,4,6,4.7,3,No,Medium,Tier 2,Yes,,Placed
Male,IT,8.68,74.4,76.1,1,6.3,77.0,8,2,5,3,4,6,2,7.0,6,No,Medium,Tier 1,Yes,High,Placed
Female,IT,8.0,87.4,69.1,1,3.9,63.3,4,1,3,5,4,2,1,7.1,3,No,Medium,Tier 3,No,,Not Placed
Male,ECE,7.18,69.9,62.7,2,6.1,78.7,3,0,2,2,4,1,2,7.2,4,No,Low,Tier 1,No,Medium,Not Placed
Male,CE,8.99,77.2,79.0,1,4.1,71.7,7,4,5,1,5,5,1,9.0,5,No,Medium,Tier 1,Yes,Low,Placed
Male,CSE,8.64,74.8,80.0,0,4.8,74.0,8,2,5,5,4,5,4,6.2,4,No,Medium,Tier 3,Yes,Medium,Placed
Male,CSE,9.19,77.5,84.7,0,2.5,70.3,8,0,5,2,5,4,2,8.0,4,No,Low,Tier 2,Yes,Low,Placed
Male,CSE,6.25,55.6,58.4,1,5.1,80.9,4,2,3,5,3,1,3,7.6,10,No,High,Tier 1,Yes,Medium,Placed
Male,ME,8.96,88.5,80.3,0,8.0,81.0,7,3,5,4,5,5,1,6.2,1,No,Medium,Tier 2,Yes,Medium,Placed
Female,ECE,9.02,83.4,82.1,0,7.4,83.3,7,3,5,1,4,6,3,8.0,2,No,High,Tier 1,Yes,,Placed
Male,ECE,8.5,84.8,68.0,0,1.8,66.5,2,2,1,3,5,2,1,6.8,3,Yes,Medium,Tier 3,Yes,Low,Placed
Male,CSE,8.33,82.9,70.0,0,0.6,54.5,8,3,5,4,4,6,2,8.1,2,No,Low,Tier 2,Yes,,Placed
Male,ECE,8.5,83.4,76.3,0,4.8,78.9,6,4,5,5,4,6,1,9.0,10,Yes,Medium,Tier 1,No,,Placed
Male,CE,8.34,83.5,75.5,0,3.5,65.9,6,2,4,4,5,3,2,7.2,1,No,Low,Tier 2,Yes,,Placed
Male,ECE,6.63,59.6,64.2,0,2.3,63.1,4,1,2,2,2,3,1,6.7,10,Yes,High,Tier 1,Yes,Low,Placed
Male,CE,7.44,67.8,64.6,0,8.2,83.0,2,0,3,2,4,3,2,8.3,9,Yes,Low,Tier 3,Yes,Medium,Placed
Male,CSE,9.52,78.8,76.3,0,10.0,84.7,8,2,5,2,4,6,2,8.7,1,No,Medium,Tier 3,Yes,Low,Placed
Female,IT,10.0,93.0,92.5,0,0.4,57.0,5,3,3,4,5,5,4,5.9,10,No,Medium,Tier 3,Yes,Low,Placed
Female,ME,8.92,81.5,70.9,0,2.4,69.6,7,3,4,1,4,3,3,6.5,1,No,Medium,Tier 2,Yes,,Not Placed
Male,CSE,10.0,100.0,88.0,0,1.4,58.2,8,3,5,3,5,4,1,7.8,10,No,Low,Tier 2,Yes,Medium,Placed
Male,CSE,8.93,78.6,71.9,0,2.3,71.5,7,4,5,5,5,5,1,6.8,3,No,Medium,Tier 1,Yes,Low,Placed
Female,ME,7.37,61.2,75.9,1,6.2,73.8,3,0,3,1,3,4,1,5.9,10,No,Medium,Tier 2,Yes,Medium,Not Placed
Male,IT,8.23,66.8,68.0,1,4.5,77.4,3,2,2,5,3,1,2,7.6,8,No,Low,Tier 2,Yes,Medium,Placed
Male,ECE,10.0,96.9,90.2,0,5.7,79.2,8,4,5,4,4,4,6,7.8,2,No,High,Tier 2,Yes,Medium,Placed
Male,CSE,9.55,86.9,85.0,0,6.6,74.5,7,4,5,1,5,6,3,6.6,5,Yes,Medium,Tier 3,Yes,Low,Placed
Female,IT,8.71,76.9,69.9,1,4.7,69.3,8,3,5,3,5,5,4,7.1,8,No,Medium,Tier 1,No,Medium,Placed
Female,ME,7.19,65.9,72.0,0,2.1,69.1,1,1,1,2,2,1,1,6.3,9,No,Medium,Tier 1,Yes,Low,Placed
Male,ECE,7.89,64.7,74.3,0,5.0,80.2,8,2,5,3,4,6,4,5.7,9,No,Low,Tier 1,No,High,Placed
Male,ECE,7.47,60.7,64.8,0,3.8,71.6,7,2,5,3,5,4,6,6.4,1,No,High,Tier 1,Yes,Medium,Placed
Male,CSE,7.77,78.6,63.4,1,3.7,76.8,5,0,4,3,4,3,2,7.1,8,No,Medium,Tier 1,Yes,Low,Placed
Female,ME,8.31,75.8,69.4,0,2.3,72.8,2,3,1,2,3,2,3,5.2,3,No,Low,Tier 2,Yes,High,Not Placed
Male,ECE,7.84,72.6,61.7,1,5.9,73.3,4,1,2,3,4,3,2,6.5,9,No,Medium,Tier 2,Yes,Medium,Placed
Male,IT,9.31,83.8,82.3,0,5.0,81.5,6,2,3,4,4,2,1,7.1,9,Yes,Medium,Tier 1,Yes,Low,Placed
Female,ECE,8.2,70.6,75.0,0,5.7,80.4,4,3,3,3,4,3,2,8.4,4,No,Medium,Tier 3,Yes,,Placed
Male,ECE,8.17,70.4,79.7,0,2.1,62.1,5,1,3,3,4,4,4,6.6,10,No,Medium,Tier 1,Yes,Medium,Placed
Female,ME,9.18,77.5,86.7,0,6.1,75.4,3,2,3,4,5,3,3,5.5,6,No,Low,Tier 2,No,High,Not Placed
Male,IT,10.0,95.7,94.2,0,4.7,79.8,8,4,4,1,5,4,4,6.7,4,No,Low,Tier 2,Yes,High,Placed
Male,IT,8.92,82.7,82.3,0,5.9,85.2,6,2,5,4,5,3,3,6.3,7,Yes,High,Tier 2,Yes,Medium,Placed
Male,ECE,7.32,63.2,67.5,0,2.4,66.3,2,2,3,5,5,5,1,7.7,2,No,Low,Tier 3,Yes,Low,Placed
Female,CE,8.46,79.8,75.1,0,4.3,84.7,8,1,5,2,4,4,4,6.6,4,No,High,Tier 1,Yes,Medium,Placed
Female,ME,10.0,85.9,93.6,0,6.3,86.7,7,4,4,4,4,5,1,4.0,6,No,Low,Tier 2,Yes,Medium,Placed
Female,ECE,9.48,90.4,82.2,0,5.2,79.1,3,3,2,2,5,1,0,9.0,8,No,High,Tier 3,Yes,Low,Placed
Male,CSE,8.32,70.7,74.5,0,3.8,74.4,8,3,5,4,4,4,1,7.2,2,No,Medium,Tier 2,No,Low,Placed
Female,ECE,8.94,81.2,81.2,0,5.1,78.3,8,1,5,3,5,6,5,7.1,9,Yes,Medium,Tier 1,Yes,Medium,Placed
Male,CSE,8.05,69.1,76.1,0,2.1,58.6,7,2,5,3,5,5,3,5.2,10,No,Low,Tier 2,Yes,High,Placed
Male,IT,7.29,73.0,63.0,1,5.4,73.3,8,1,5,5,4,4,2,5.2,4,No,Low,Tier 2,Yes,Medium,Placed
Female,ECE,8.67,85.3,86.7,0,5.8,77.3,6,3,5,1,4,5,1,6.9,9,No,Low,Tier 3,Yes,,Placed
Male,IT,7.61,72.1,81.4,0,4.9,72.9,7,1,5,4,4,6,4,7.4,10,Yes,Low,Tier 1,Yes,,Placed
Male,ECE,7.76,69.5,62.0,1,3.8,74.7,5,4,2,5,4,2,2,7.8,7,Yes,Medium,Tier 1,Yes,High,Placed
Male,ME,7.99,69.5,74.3,1,4.7,75.0,4,0,3,4,4,4,3,7.3,10,No,Medium,Tier 2,Yes,High,Not Placed
Male,ECE,6.14,56.3,61.6,0,3.9,74.7,1,0,1,2,3,1,1,5.6,7,No,Medium,Tier 1,Yes,Low,Not Placed
Male,CSE,7.84,67.1,67.8,1,3.7,70.2,8,1,5,5,5,4,2,4.0,9,No,Medium,Tier 1,Yes,Medium,Placed
Male,ECE,6.74,65.1,63.7,0,5.5,83.2,4,1,2,1,3,3,3,6.9,9,Yes,Medium,Tier 1,Yes,High,Not Placed
Male,CSE,9.54,84.9,82.8,0,7.2,82.8,8,3,5,4,5,6,6,6.4,8,No,Medium,Tier 1,Yes,High,Placed
Female,ME,5.88,53.4,50.0,0,4.4,72.2,4,0,3,2,3,5,1,5.5,6,Yes,Medium,Tier 1,No,Medium,Placed
Female,ECE,6.65,61.1,59.2,0,2.9,72.2,5,2,4,2,3,4,3,8.0,3,No,Medium,Tier 3,Yes,Low,Placed
Male,CE,6.04,62.1,50.0,1,2.1,70.2,5,2,3,5,3,4,1,5.1,7,No,Medium,Tier 1,Yes,Medium,Placed
Male,CSE,8.55,76.7,75.8,0,2.7,68.7,6,2,5,3,4,5,7,7.7,5,No,High,Tier 1,Yes,,Placed
Male,CSE,9.02,90.2,76.1,0,8.4,77.8,7,2,5,5,5,5,2,5.3,4,No,Low,Tier 1,Yes,High,Placed
Male,ECE,10.0,94.3,90.0,0,7.3,86.9,4,4,3,5,5,4,3,7.2,5,No,Low,Tier 3,Yes,,Placed
Male,IT,8.92,84.6,80.6,0,5.9,69.8,8,1,5,2,4,6,5,8.1,2,Yes,Medium,Tier 3,No,Medium,Placed
Female,CE,6.86,58.7,62.8,2,6.6,73.3,4,1,3,1,3,3,1,6.6,8,Yes,Low,Tier 3,Yes,Medium,Not Placed
Male,ECE,7.39,60.5,68.7,0,2.9,69.4,4,0,3,5,4,3,3,9.0,7,No,High,Tier 1,Yes,Medium,Not Placed
Male,ECE,9.21,83.3,84.2,0,6.1,76.3,2,2,2,3,5,1,0,9.0,1,No,High,Tier 3,Yes,Medium,Not Placed
Male,CSE,9.19,77.4,86.9,0,6.3,79.4,3,3,4,2,5,4,6,7.3,3,No,Low,Tier 2,Yes,,Placed
Male,IT,6.46,50.0,55.2,1,3.8,78.9,4,1,3,3,3,4,4,7.6,8,No,Low,Tier 1,Yes,Medium,Not Placed
Female,ME,8.81,77.0,84.0,0,1.6,67.1,5,1,2,2,4,2,2,8.3,9,No,Medium,Tier 2,Yes,Low,Placed
Female,CSE,7.23,57.0,67.1,0,1.1,59.7,5,2,3,2,3,4,7,7.7,3,No,Medium,Tier 3,Yes,Low,Placed
Male,ME,7.65,73.7,68.3,0,4.8,78.9,8,1,5,5,4,5,5,7.5,6,No,Low,Tier 3,Yes,High,Placed
